英国AB农业有限公司	英美烟草	阿尔森德渔业公司	阿尔森德渔业公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	阿尔森德渔业公司	阿尔森德渔业公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	英国AB农业有限公司
		德国瑞克麦斯轮船公司		赛思达	Gondrand AG	日本包运输仓库株式会社		欧图	NOL集团■美国总统轮船	国际商业机器	KOH-I-NOOR HARDMUTH	怡敏信公司	动点管理咨询有限公司	美国文森艾尔斯律师事务所	Opinion Research Corp.
		德国瑞克麦斯轮船公司		"Tecnicas Reunidas, S.A."	Gondrand AG	日本包运输仓库株式会社		欧图	北方万邦物流有限公司	国际商业机器	国誉株式会社	英业达股份有限公司	动点管理咨询有限公司	陈韵云律师行	Psyma Group AG
		德国瑞克麦斯轮船公司		德胜洋楼	巨龙集团	日本包运输仓库株式会社		欧图	北方万邦物流有限公司	国际商业机器	国誉株式会社	IPL Research Limited	动点管理咨询有限公司	陈韵云律师行	思纬公司
		德国瑞克麦斯轮船公司		德国磁悬浮高速列车国际公司	巨龙集团	西铁空运服务（美国）有限公司		Parkson Corp? Sdn Bhd	北方万邦物流有限公司	国际商业机器	国誉株式会社	特新企业有限公司	动点管理咨询有限公司	杜伟强律师事务所	思纬公司
		德国瑞克麦斯轮船公司		Management Consultants	巨龙集团	西铁空运服务（美国）有限公司		"QVC	Inc."	北方万邦物流有限公司	国际商业机器	国誉株式会社	Kaspersky	质量控制服务有限公司	威嘉国际律师事务所	思纬公司
		德国瑞克麦斯轮船公司		United Engineers (Singapore) Ltd.	广州集装箱码头有限公司	来宝集团		Reckitt Benckiser plc	日本邮船株式会社	国际商业机器	国誉株式会社	Kepler-Rominfo	质量控制服务有限公司	文斐律师事务所	思纬公司
		德国瑞克麦斯轮船公司		美国美联钢结构有限公司	海湾货运	NOL集团-美集物流		Royal Canin	日本邮船株式会社	国际商业机器	Kompass	金士顿科技有限公司	质量控制服务有限公司	文斐律师事务所	思纬公司
		德国瑞克麦斯轮船公司		美国美联钢结构有限公司	Dampfschifffahrts- Gesellschaft KG	NOL集团-美集物流		Royal Canin	日本邮船株式会社	国际商业机器	德安华	金士顿科技有限公司	励展博览集团	伟凯律师事务所	思纬公司
		I捷洲国际有限公司		美国美联钢结构有限公司	Dampfschifffahrts- Gesellschaft KG	NOL集团-美集物流		大润发流通事业股份有限公司	日本邮船株式会社	国际商业机器	德安华	克罗诺斯公司	励展博览集团	伟凯律师事务所	特恩斯市场研究公司
		Il赛福国际货运代理有限公司		琦申景观咨询有限公司	Dampfschifffahrts- Gesellschaft KG	NOL集团-美集物流		上海滩	日本邮船株式会社	国际商业机器	玖马商社	罗盛软件	上海励华国际展览有限公司	挪威威宝律师事务所	特恩斯市场研究公司
		Il赛福国际货运代理有限公司		德国威达有限公司	Dampfschifffahrts- Gesellschaft KG	NOL集团-美集物流		上海滩	日本邮船株式会社	国际商业机器	伦敦出口有限公司	凌群电脑公司	上海励华国际展览有限公司	高露云律师行	特恩斯市场研究公司
		Il赛福国际货运代理有限公司		德国威达有限公司	Dampfschifffahrts- Gesellschaft KG	NOL集团-美集物流		上海滩	日本邮船株式会社	国际商业机器	LifeLine International	Liquid Capital Group	能多洁集团	美国威凯平和而德律师事务所	特恩斯市场研究公司
		Il赛福国际货运代理有限公司		Vik-Sandvik Group	韩进海运	NOL集团-美集物流		上海滩	日本邮船株式会社	国际商业机器	香港纬中有限公司	罗技科技公司	能多洁集团	新加坡王律师事务所	特恩斯市场研究公司
		I比利时南航集装箱班轮公司		Vinci Construction	韩进海运	NOL集团-美集物流		上海滩	日本邮船株式会社	国际商业机器	英国劳氏船级社	LSI Corporation?	能多洁集团	胡关李罗律师行	特恩斯市场研究公司
		I比利时南航集装箱班轮公司		德建建筑设计有限公司	韩进海运	NOL集团-美集物流		史泰博	日本邮船株式会社	国际商业机器	法国国家度量衡学实验室	LSI Corporation?	瑞讯华识	新加坡杨梁白律师事务所	尼尔森公司
		I比利时南航集装箱班轮公司		法国万盟建筑材料集团	韩进海运	NOL集团-美国总统轮船		TVSN	日本邮船株式会社	INTTRA	伦敦商务中心	LSI Corporation?	罗赛塔翻译	艾金?岗波律师事务所	尼尔森公司
		I比利时南航集装箱班轮公司		华盛顿国际集团	德国赫伯罗特股份公司	NOL集团-美国总统轮船		沃尔玛百货有限公司	日本邮船株式会社	IONA科技公司	洛瓦	美名软件	罗思国际	艺术空间	尼尔森公司
		I比利时南航集装箱班轮公司		杰筑公司	德国赫伯罗特股份公司	NOL集团-美国总统轮船		黄帽子（中国）汽车用品商贸有限公司	王子物流株式会社	IP-Label	Luxoom Medienprojekte GmbH	安仕达管理软件有限公司	罗思国际	A&A国际展览有限公司	澳大利亚维珍管理有限公司
		I比利时南航集装箱班轮公司		德国旭普林国际	德国赫伯罗特股份公司	北方万邦物流有限公司		40 Trade Ltd?	奥登道夫航运公司	亚洲宇博有限公司	德国美习专业会展服务	曼哈特软件公司	罗思国际	美中国际集团公司	美国派拉威影视制作发行公司
		I比利时南航集装箱班轮公司		德国旭普林国际	美国夏晖集团	北方万邦物流有限公司		艾贝斯国际贸易有限公司	先达国际货运有限公司	IT集团	Madame Tussauds	迈拓公司	RT Sourcing	埃比埃斯集团	法国新闻社
		I比利时南航集装箱班轮公司		AMB Property Corp.	美国夏晖集团	北方万邦物流有限公司		意大利阿格拉贸易有限公司	先达国际货运有限公司	IT集团	美瀚有限公司	MIPS科技公司	Rucker AG	埃比埃斯集团	法国新闻社
		I法国莎嘉空运公司		安阁国际咨询有限公司	翘运国际运输有限公司	日本邮船株式会社		日本爱客株式会社	东方海外物流有限公司	怡和科技(香港)有限公司	法国马培德	神达电脑集团	伟嘉信经济咨询有限公司	法国雅高集团	西班牙埃菲通讯社
		"nSaiChengLogisticsInternationalCo.,Ltd.赛诚国际物流有限公司"		腾飞	翘运国际运输有限公司	日本邮船株式会社		艾科达	东方海外物流有限公司	怡和科技(香港)有限公司	曼弗雷救援公司	神达电脑集团	"Samsung OpenTide Co.,Ltd?"	法国雅高集团	全国报联社
		"nSaiChengLogisticsInternationalCo.,Ltd.赛诚国际物流有限公司"		腾飞	Hellmann Worldwide Logistics	日本邮船株式会社		吉儿奥宝宝本铺	东方海外物流有限公司	"Juniper Networks, Inc?"	曼弗雷救援公司	MSC Software	"Samsung OpenTide Co.,Ltd?"	法国雅高集团	半岛电视台
		H德国赛尔船务公司		腾飞	Hellmann Worldwide Logistics	日本邮船株式会社		奥斯特国际贸易有限公司	东方海外物流有限公司	乐信网络策划	MCI Group Holding SA	MSC Software	"Schmitt zur Hohe, Ferrante & Partners"	澳大利亚安工有限公司	美国广播公司
		萨姆达拉船务公司		港联物业（中国）有限公司	乐金物流有限公司	日本邮船株式会社		艾利斯特有限公司	东方海外物流有限公司	LG CNS	Menzies Aviation pic	MSC Software	通标标准技术服务有限公司	埃顿服务	德国电视一台
		Savino del Bene S.P.A.		港联物业（中国）有限公司	泓明国际集团	日本邮船株式会社		阿海那企业管理有限公司	东方海外物流有限公司	LG CNS	杜塞尔多夫展览（中国）有限公司	MSC Software	通标标准技术服务有限公司	埃顿服务	朝日放送
		Savino del Bene S.P.A.		港联物业（中国）有限公司	霍冶集团	日本邮船株式会社		法国亚义赛公司	东方海外物流有限公司	美国LGC无线设备公司	杜塞尔多夫展览（中国）有限公司	MTC Software	通标标准技术服务有限公司	埃顿服务	朝日新闻社
		Savino del Bene S.P.A.		亚太地产	Humann & Taconet	日本邮船株式会社		法国亚义赛公司	东方海外物流有限公司	艾萨华	杜塞尔多夫展览（中国）有限公司	芬兰纳帕有限公司	通标标准技术服务有限公司	埃顿服务	朝日新闻社
		Savino del Bene S.P.A.		亚太地产	鸿源国际集团发展有限公司	日本邮船株式会社		法国亚义赛公司	东方海外物流有限公司	埃慕计算机网络株式会社	杜塞尔多夫展览（中国）有限公司	恩士迅	通标标准技术服务有限公司	埃顿服务	亚洲电视有限公司
		Savino del Bene S.P.A.		Asia Real Capital	和黄物流服务有限公司	日本邮船株式会社		东秀(集团)有限公司	东方海外物流有限公司	美国地图信息	杜塞尔多夫展览（中国）有限公司	Next Digital	通标标准技术服务有限公司	埃顿服务	美联社
		"	Scan Logistics I Scan Logistics"		巴伐利亚州银行慕尼黑总部	和记黄埔港口	日本邮船株式会社		美商智迈企业	东方海外物流有限公司	I Market Planning Solutions Inc?（MPSI） Market Planning Solutions Inc?（MPSI）	法兰克福展览有限公司	Nimbus Partners	通标标准技术服务有限公司	雅式展览服务有限公司	美联社
		nScan-TransShipping&Chartering斯堪海运		北京腾飞博大房地产开发有限公司	韩国现代商船株式会社	日本邮船株式会社		荷兰艾维贝集团	东方海外物流有限公司	恩赐电脑系统有限公司	法兰克福展览有限公司	诺明软件国际有限公司	通标标准技术服务有限公司	雅式展览服务有限公司	澳大利亚广播公司
		Jie REN □ Scanwell Logistics (HK) Ltd. Scanwell Logistics (HK) Ltd.		北京亮马河大厦有限公司	韩国现代商船株式会社	日本邮船株式会社		法国阿克赛公司	东方海外物流有限公司	Mentor Graphics Corp?	摩迪国际集团	诺明软件国际有限公司	通标标准技术服务有限公司	雅式展览服务有限公司	澳大利亚金融评论
		Jie REN □ Scanwell Logistics (HK) Ltd. Scanwell Logistics (HK) Ltd.		北京万置房地产开发有限公司	韩国现代商船株式会社	日本邮船株式会社		北京韩山商贸有限公司	东方海外物流有限公司	Mentor Graphics Corp?	摩迪国际集团	"I	络威尔软件"	通标标准技术服务有限公司	贝尔国际验证机构	AXN亚洲
		Jie REN □ Scanwell Logistics (HK) Ltd. Scanwell Logistics (HK) Ltd.		百富行房地产经纪有限公司	韩国现代商船株式会社	日本邮船株式会社		Benteler AG - Distribution	东方海外物流有限公司	Microchip Technology Inc?	德国慕尼黑国际博览集团	浩思电脑科技有限公司	通标标准技术服务有限公司	AGC S?A?	Bauer Publishing Group
		Schenker AG		贝福瑞房产	韩国现代商船株式会社	海桥运通国际有限公司		Benteler AG - Distribution	东方海外物流有限公司	Microchip Technology Inc?	Nalco Company	佩罗系统技术咨询有限公司	通标标准技术服务有限公司	安捷达公司	英国广播公司
		Schenker AG		启立投资咨询（上海）有限公司	韩国现代商船株式会社	挪威奥德费尔海运公司		Benteler AG - Distribution	东方海外物流有限公司	Microchip Technology Inc?	Nalco Company	Polylink集团公司	通标标准技术服务有限公司	安捷达公司	英国广播公司
		Schenker AG		忠诚地产集团	I.M. Skaugen ASA	奥登道夫航运公司		Benteler AG - Distribution	东方海外物流有限公司	Microchip Technology Inc?	Nalco Company	PPD国际股份有限公司	通标标准技术服务有限公司	美国船级社	英国天空广播公司
		Schenker AG		凯德置地	三星爱商（天津）国际物流有限公司	先达国际货运有限公司		香港拔萃工程有限公司	东方海外物流有限公司	Microchip Technology Inc?	Nalco Company	ProSource	通标标准技术服务有限公司	英国安德鲁?纳伯格联合国际有限公司	剑桥大学出版社
		Schenker AG		凯德置地	英之杰航运	东方海外物流公司		广州柏尔其进出口有限公司	东方海外物流有限公司	Microchip Technology Inc?	纳格西斯株式会社	广达电脑股份有限公司	通标标准技术服务有限公司	意大利安吉拉通力工业集团	加拿大广播公司
		Schenker AG		凯德置地	综合信兴物流	东方海外物流公司		邦基	东方海外物流有限公司	微软	新加坡纽恩杰有限公司	广达电脑股份有限公司	通标标准技术服务有限公司	美国爱普拉斯国际公司	CCH
		Schenker AG		世邦魏理仕	综合信兴物流	东方海外物流公司		美最时洋行	东方海外物流有限公司	微软	立新国际展览有限公司	光辉软件有限公司	通标标准技术服务有限公司	ARAMARK Corporation	CCH
		Schenker AG		世邦魏理仕	康利运通	东方海外物流公司		美最时洋行	东方海外物流有限公司	微软	"	英国OAG国际有限公司"	红帽	通标标准技术服务有限公司	雅依楼展览服务有限公司	香港中询有限公司
		Schenker AG		世邦魏理仕	康利运通	东方海外物流公司		美最时洋行	东方海外物流有限公司	微软	I Ocean 51 Ocean 51	赛孚耐	通标标准技术服务有限公司	雅依楼展览服务有限公司	香港中询有限公司
		Schenker AG		世邦魏理仕	盈高集团	东方海外物流公司		加拿大卡西亚国际有限公司	东方海外物流有限公司	ModusLink Corp.	"1	OCRA Worldwide OCRA Worldwide"	SanDisk Corp?	通标标准技术服务有限公司	雅斯美特艺术和投资集团公司	载闻集团
		Schenker AG		中原地产代理有限公司	"Intermarine, LLC"	东方海外物流公司		Capricorn Trade Initiative	东方海外物流有限公司	ModusLink Corp.	"1	OCRA Worldwide OCRA Worldwide"	思爱普	通标标准技术服务有限公司	澳星集团	童趣出版有限公司
